ASSETS19,ASSORG19,BHC19,BHCFOR19,REAL1419,ORDER,OCC19,SEQINS,CERT19,SID,TAX_ID19,CODE19,LEI,STATER19,NAME19,PLACE19,CODE17,HMPRID,SYD,RSSD19,RSSDP19,RSSDHH19,ORG19,ENTITY19,THC19,CHARTR19,INSURE19,THRIFT19,NCUA19,STATE19,MINBNK19,COUNTY19,TYPE19,NAMEOR19,FOREOR19,NAMES19,FORE19,NAMER19,TAXIDR19,LEIR19,LAR19,CRA19,FHLB19,FHFBID19,PARENT19,OLC19,ASSETL19,PURC19,PURCD19,ORIG19,HIELG19,HIRAT19,ORIGM19,HIELGM19,HIRATM19,ORIGD19,ORIGDM19,APPL19,APPLD19,APPLM19,APPLDM19
215751,21555,1139514, ,34646,4569,0,4569,20100, ,62-0806182,3,549300IBHFWCA2THLC52,47,TOWER COMMUNITY BANK,JASPER,3,0000020100, ,989730,1139514,1139514,1139514,989730,1139514,200,7,0, ,47,0,115,10,"GENERAL BANCSHARES, INC.",BHC,TOWER CMNTY BK,NMB,TOWER CMNTY BK,62-0806182,0,57,0,5,54495,"GENERAL BANCSHARES, INC.",0,200306,0,0,53,50,0,9,9,0,12722,1382,57,13684,10,1418
818584,96524,1136269, ,48360,4580,0,4580,20156, ,73-0789115,3,5493009EEWZ9S4F2BE94,40,KIRKPATRICK BANK,EDMOND,3,0000020156, ,67151,1136269,1136269,1136269,67151,1136269,200,7,0, ,40,0,109,10,"AMERICAN BANCORP OF OKLAHOMA,",BHC,KIRKPATRICK BK,NMB,KIRKPATRICK BK,73-0789115,5493009EEWZ9S4F2BE94,266,0,10,9266,"AMERICAN BANCORP OF OKLAHOMA,",0,803360,0,0,233,193,0,26,26,0,77167,7631,266,89038,32,9294
613543,68630,1105078, ,49279,4582,0,4582,20161, ,85-0207454,3,549300L5PE7ZGYRW5Q15,35,CITIZENS BANK OF LAS CRUCES,LAS CRUCES,3,0000020161, ,1016857,1105078,1105078,1105078,1016857,1105078,200,7,0, ,35,0,13,10,"AMADOR BANCSHARES, INC.",BHC,CITIZENS BK,NMB,CITIZENS BK,85-0207454,549300L5PE7ZGYRW5Q15,695,0,9,10629,"AMADOR BANCSHARES, INC.",0,559864,1,177935928,610,603,25,298,298,15,119830,56088,694,133056,333,60805
1486228,12275530,1053272, ,190646,4595,0,4595,20231, ,74-1666441,3,549300SDQ83FUC7IK543,48,PINNACLE BANK,FORT WORTH,3,0000020231, ,867650,1053272,1053272,1053272,867650,1053272,200,7,0, ,48,0,439,10,"PINNACLE BANCORP, INC.",FHD,PINNACLE BK,NMB,PINNACLE BK,74-1666441,0,309,0,9,16513,"PINNACLE BANCORP, INC.",0,1339377,0,0,251,139,0,33,31,0,46618,4871,309,51247,46,5700
533129,13209597,1206546, ,44756,4610,0,4610,20310, ,81-0305978,3,549300R9B3X06XL9UX62,30,ROCKY MOUNTAIN BANK,BILLINGS,3,0000020310, ,663058,1206546,1206546,1206546,663058,1206546,200,7,0, ,30,0,111,10,"HEARTLAND FINANCIAL USA, INC.",BHC,ROCKY MNT BK,NMB,ROCKY MNT BK,81-0305978,549300R9B3X06XL9UX62,40,0,8,13461,"HEARTLAND FINANCIAL USA, INC.",0,490453,0,0,25,18,0,1,1,0,5575,64,40,6802,2,84
2909697,3245103,1208120, ,242467,4621,0,4621,20369, ,37-0924892,3,EFBDHEMMHTWI378O4988,17,HEARTLAND BANK AND TRUST COMPA,BLOOMINGTON,3,0000020369, ,426534,1208120,1208120,1208120,426534,1208120,200,7,0, ,17,0,113,10,"HBT FINANCIAL, INC.",FHD,HEARTLAND B&TC,NMB,HEARTLAND B&TC,37-0924892,EFBDHEMMHTWI378O4988,1027,0,7,11128,"HBT FINANCIAL, INC.",0,2854664,0,0,819,686,6,53,53,1,212102,7825,1027,244277,75,10192
5516486,5521809,1204627, ,327297,4661,0,4661,20624, ,36-2729588,3,54930011HPXXLJN2D407,17,BYLINE BANK,CHICAGO,3,0000020624, ,129732,1204627,1204627,1204627,129732,1204627,200,7,0, ,17,0,31,10,"BYLINE BANCORP, INC.",BHC,BYLINE BK,NMB,BYLINE BK,36-2729588,54930011HPXXLJN2D407,88,0,7,52418,"BYLINE BANCORP, INC.",0,4939902,9,69204340,61,23,0,8,8,0,39201,1922,79,97631,8,1922
294962,1213488,1137453, ,33268,4668,0,4668,20666, ,36-2727135,3,2138007DQF1WY8NDYM18,17,NORTHWEST BANK OF ROCKFORD,ROCKFORD,3,0000020666, ,685649,1137453,1137453,1137453,685649,1137453,200,7,10055, ,17,0,201,10,"FORESIGHT FINANCIAL GROUP, INC",BHC,NORTHWEST BK ROCKFORD,NMB,NORTHWEST BK ROCKFORD,36-2727135,2138007DQF1WY8NDYM18,476,0,7,10055,"FORESIGHT FINANCIAL GROUP, INC",0,276110,0,0,366,357,31,27,27,6,49457,3002,476,65961,36,3871
1390142,125490,5374461, ,367784,4682,0,4682,20741, ,14-0970570,3,549300256FCWXUM5FR50,36,PIONEER BANK,ALBANY,3,0000020741, ,237619,5374452,5374461,5374461,237619,5374461,300,7,4949, ,36,0,1,20,PIONEER BANCORP MHC,FHD,PIONEER BK,SSB,PIONEER BK,14-0970570,0,584,0,2,16694,"PIONEER BANCORP, INC.",0,1286967,113,75751067,284,258,0,19,19,0,101264,2121,471,125585,38,2949
109857,80268,2238544, ,26265,4687,0,4687,20776, ,45-0314785,3,254900Y3CWQSLFVW8D53,38,UNION STATE BANK OF FARGO,FARGO,3,0000020776, ,968557,2238544,2238544,2238544,968557,2238544,200,7,0, ,38,0,17,10,"BORDER BANCSHARES, INC.",BHC,UNION ST BK OF FARGO,NMB,UNION ST BK OF FARGO,45-0314785,254900Y3CWQSLFVW8D53,91,0,8,16519,"BORDER BANCSHARES, INC.",0,108853,0,0,77,65,0,4,4,0,9486,132,91,10820,5,159
927615,113595,1085330, ,194935,4691,0,4691,20818, ,62-0875633,3,549300RUFHC5ZQDL8J10,47,CITIZENS TRI-COUNTY BANK,DUNLAP,3,0000020818, ,162337,1085330,1085330,1085330,162337,1085330,200,7,9076, ,47,0,153,10,"SEQUATCHIE VALLEY BANCSHARES,",BHC,CITIZENS TRI-CTY BK,NMB,CITIZENS TRI-CTY BK,62-0875633,0,885,0,5,9076,"SEQUATCHIE VALLEY BANCSHARES,",0,854314,0,0,632,612,363,25,24,10,58426,2891,885,86989,34,3802
600885,70485,1130548, ,149069,4700,0,4700,20856, ,72-0719924,3,549300OJTK0IPSNDA832,22,LIBERTY BANK AND TRUST COMPANY,NEW ORLEANS,3,0000020856, ,283438,1130548,1130548,1130548,283438,1130548,200,7,10886, ,22,1,71,10,"LIBERTY FINANCIAL SERVICES, IN",BHC,LIBERTY B&TC,NMB,LIBERTY B&TC,72-0719924,0,426,0,9,10886,"LIBERTY FINANCIAL SERVICES, IN",0,592545,0,0,279,248,0,233,233,0,55912,39755,426,81330,352,61678
17757753,17850397,1208184, ,2235591,4734,0,4734,3709, ,36-2770692,3,5493002T0LSBGS6UOG37,17,BRIDGEVIEW BANK GROUP,BRIDGEVIEW,3,0000021122, ,312730,1209145,1209145,1208184,1007846,1208184,200,7,12030, ,17,0,31,10,"FIRST MIDWEST BANCORP, INC.",BHC,FIRST MW BK,SMB,BRIDGEVIEW BR, , ,335,0,7,11987,"FIRST MIDWEST BANCORP, INC.",0,1254711,0,0,116,112,21,21,21,6,26945,6088,335,77162,79,20352
265981,32823,1244801, ,59479,4739,0,4739,21161, ,61-0415485,3,549300FORCF9PNPUG275,21,BANK OF THE BLUEGRASS AND TRUS,LEXINGTON,3,0000021161, ,1006513,1244801,1244801,1244801,1006513,1244801,200,7,0, ,21,0,67,10,"BLUEGRASS BANCSHARES, INC.",BHC,BANK OF THE BLUEGRASS & TC,NMB,BANK OF THE BLUEGRASS & TC,61-0415485,0,101,0,5,14818,"BLUEGRASS BANCSHARES, INC.",0,258489,0,0,56,17,0,0,0,0,17431,0,101,27275,2,570
1719023,1719023,0, ,341779,4750,0,4750,57815, ,59-1479450,3,549300ZM0RZI4LRVWI94,12,BRICKELL BANK,MIAMI,3,0000021220, ,729132,1426643,2464268,-3402913,3402913, ,200,7,0, ,12,10,86,10,BANESCO USA,NMB,BANESCO USA,NMB,BRICKELL BR, , ,46,0,4,54093,"BANCO ESPIRITO SANTO, S.A.",0,483361,0,0,40,3,0,31,1,0,25464,21386,46,28539,35,23471
357125,57029,1082478, ,24606,4753,0,4753,21227, ,62-0899854,3,549300Y5CMBB4R90KT81,47,CBBC BANK,MARYVILLE,3,0000021227, ,218131,1082478,1082478,1082478,218131,1082478,200,7,9678, ,47,0,9,10,TWIN CITIES FINANCIAL SERVICES,BHC,CBBC BK,NMB,CBBC BK,62-0899854,0,68,0,5,9678,TWIN CITIES FINANCIAL SERVICES,0,347188,0,0,53,50,0,1,1,0,5656,82,68,6391,3,224
2260033,2260033,0, ,1187744,4759,0,4759,21265, ,59-1485307,3,5493006Q0EMYD3OJ8N13,12,BAC FLORIDA BANK,CORAL GABLES,3,0000021265, ,725732,0,0,-725732,725732, ,200,7,10221, ,12,10,86,10,BAC FL BK,NMB,BAC FL BK,NMB,BAC FL BK, ,0,563,0,4,10221, ,0,2236330,47,92106703,388,155,0,115,114,0,198477,46158,516,293417,157,73478
91446,17749,1108501, ,20858,4778,0,4778,21455, ,74-1762960,3,549300FEVB4NXSZ0NJ55,48,FIDELITY BANK OF TEXAS,WACO,3,0000021455, ,741068,1108501,1108501,1108501,741068,1108501,200,7,0, ,48,0,309,10,"FIDELITY BANCSHARES, INC.",BHC,FIDELITY BK OF TX,NMB,FIDELITY BK OF TX,74-1762960,549300FEVB4NXSZ0NJ55,30,0,9,53093,"FIDELITY BANCSHARES, INC.",0,91689,0,0,9,7,0,2,2,0,987,98,30,2558,11,665
1414865,151685,1135002, ,308832,4792,0,4792,21573, ,62-0921694,3,549300CTISSNREVLNO46,47,BANK OF TENNESSEE,KINGSPORT,3,0000021573, ,340135,1135002,1135002,1135002,340135,1135002,200,7,11347, ,47,0,163,10,BANCTENN CORP.,BHC,BANK OF TN,NMB,BANK OF TN,62-0921694,549300CTISSNREVLNO46,1073,0,5,11347,BANCTENN CORP.,0,1375614,2,109281226,694,639,119,27,27,5,242817,6862,1071,324709,54,12927
861235,861235,0, ,45320,4812,0,4812,21714, ,41-1233917,3,5493007NUZE2Z68U3P36,27,PREMIER BANK,MAPLEWOOD,3,0000021714, ,33259,0,0,-33259,33259, ,200,7,0, ,27,0,123,10,PREMIER BK,NMB,PREMIER BK,NMB,PREMIER BK, ,0,67,0,8,11890, ,0,796738,0,0,49,18,0,1,1,0,15237,100,67,26222,2,1475
11279433,11282450,1029222, ,424708,4813,0,4813,21716, ,95-2868024,3,549300L36QZWPHM6FP31,6,CITIZENS BUSINESS BANK,ONTARIO,3,0000021716, ,933966,1029222,1029222,1029222,933966,1029222,200,7,0, ,6,0,71,10,CVB FINANCIAL CORP.,BHC,CITIZENS BUS BK,NMB,CITIZENS BUS BK,95-2868024,549300L36QZWPHM6FP31,152,0,11,12237,CVB FINANCIAL CORP.,0,11519575,0,0,112,69,0,16,16,0,152087,10273,152,210526,18,10664
1018606,2983680,3728930, ,263193,4841,0,4841,26523, ,04-1621370,3,549300V6SMX4JRBWFA12,25,MILLBURY SAVINGS BANK,MILLBURY,3,0000021920, ,949305,0,0,3728930,1004470,3728930,320,7,0, ,25,0,27,20,HOMETOWN FINANCIAL GROUP MHC,BHC,HOMETOWN BK,SMB,MILLBURY SVGS BK BR, , ,49,0,1,14918, ,0,228126,0,0,37,27,0,1,1,0,12450,25,49,14640,5,572
246223,27490,1843558, ,23955,4845,0,4845,21928, ,45-0323019,3,549300C5STIFBCFMRJ96,38,KIRKWOOD BANK & TRUST CO.,BISMARCK,3,0000021928, ,908450,1843558,1843558,1843558,908450,1843558,200,7,0, ,38,0,15,10,KIRKWOOD BANCORPORATION CO.,BHC,KIRKWOOD B&TC,NMB,KIRKWOOD B&TC,45-0323019,549300C5STIFBCFMRJ96,199,0,8,17009,KIRKWOOD BANCORPORATION CO.,0,237588,0,0,180,167,0,7,7,0,36707,1711,199,40785,8,1807
6469416,6471181,1030170, ,543359,4848,0,4848,21943, ,94-2261923,3,549300W0YBCUV18HSR42,6,TRI COUNTIES BANK,CHICO,3,0000021943, ,100562,1030170,1030170,1030170,100562,1030170,200,7,0, ,6,0,7,10,TRICO BANCSHARES,BHC,TRI CTY BK,NMB,TRI CTY BK,94-2261923,549300W0YBCUV18HSR42,4201,0,11,10395,TRICO BANCSHARES,0,6350719,0,0,2127,2019,64,404,398,16,616794,85646,4201,1038888,919,164296
1608513,174814,1138919, ,216544,4851,0,4851,21956, ,95-2900153,3,549300A7BPOO2YO2YE30,6,MONTECITO BANK & TRUST,SANTA BARBARA,3,0000021956, ,514066,1138919,1138919,1138919,514066,1138919,200,7,0, ,6,0,83,10,MONTECITO BANCORP,BHC,MONTECITO B&T,NMB,MONTECITO B&T,95-2900153,549300A7BPOO2YO2YE30,217,0,11,12016,MONTECITO BANCORP,0,1491726,6,93372365,124,100,0,35,34,0,389362,216036,211,529164,65,224797
561563,561563,0, ,92620,4856,0,4856,21978, ,73-0972908,3,5493000W1FD1FMQ03060,40,FRONTIER STATE BANK,OKLAHOMA CITY,3,0000021978, ,632858,0,0,-632858,632858, ,200,7,0, ,40,0,109,10,FRONTIER ST BK,NMB,FRONTIER ST BK,NMB,FRONTIER ST BK, ,0,86,0,10,9994, ,0,604016,0,0,76,9,0,0,0,0,12224,0,86,15930,1,10
119465,391502,2310217, ,31523,4865,0,4865,22034, ,37-0987743,3,254900R45W3ZMI3IVW43,17,FIRST STATE BANK OF BLOOMINGTO,BLOOMINGTON,3,0000022034, ,453839,1209471,2310217,2310217,453839,2310217,200,7,0, ,17,0,113,10,FIRST STATE BANCORP OF MONTICE,BHC,FIRST ST BK BLOOMINGTON,NMB,FIRST ST BK BLOOMINGTON,37-0987743,254900R45W3ZMI3IVW43,153,0,7,15616,FIRST STATE BANCORP OF MONTICE,0,114934,0,0,124,94,0,6,6,0,18765,1599,153,23029,10,1987
66287,6610,3825183, ,11612,4892,0,4892,22217, ,73-0979771,3,549300CIJ32ODQU3QI78,40,LAKESIDE STATE BANK,OOLOGAH,3,0000022217, ,635457,3825183,3825183,3825183,635457,3825183,200,7,0, ,40,0,131,10,LAKESIDE HOLDING CORPORATION,BHC,LAKESIDE ST BK,NMB,LAKESIDE ST BK,73-0979771,549300CIJ32ODQU3QI78,35,0,10,9250,LAKESIDE HOLDING CORPORATION,0,72425,0,0,23,18,0,4,4,0,3274,276,35,3962,7,407
2002702,227175,2461463, ,338388,4893,0,4893,22221, ,22-2087704,3,5493007GLUE4MCZ06K91,34,SB ONE BANK,FRANKLIN,3,0000022221, ,403106,2461463,2461463,2461463,403106,2461463,200,7,10909, ,34,0,3,10,SB ONE BANCORP,BHC,SB ONE BK,NMB,SB ONE BK,22-2087704,5493007GLUE4MCZ06K91,236,0,2,10909,SB ONE BANCORP,0,1793680,0,0,170,92,1,13,13,0,118432,3690,236,146543,23,7181
595821,124731,2958990, ,58265,4909,0,4909,22308, ,38-2113597,3,549300FN26DK7DGUPD51,26,WEST MICHIGAN COMMUNITY BANK,HUDSONVILLE,3,0000022308, ,715340,2958990,2958990,2958990,715340,2958990,200,7,9915, ,26,0,139,10,"NORTHSTAR FINANCIAL GROUP, INC",BHC,WEST MI CMNTY BK,SMB,WEST MI CMNTY BK,38-2113597,549300FN26DK7DGUPD51,299,0,6,9915,"NORTHSTAR FINANCIAL GROUP, INC",0,518084,0,0,258,224,0,7,7,0,70715,1530,299,84385,9,1829
1123482,155993,2944144, ,135658,4932,0,4932,22444, ,36-2895618,3,549300BU5TSYOCF3Y655,17,INLAND BANK & TRUST,OAK BROOK,3,0000022444, ,189745,2944144,2944144,2944144,189745,2944144,200,7,0, ,17,0,43,10,"INLAND BANCORP, INC.",BHC,INLAND B&TC,NMB,INLAND B&TC,36-2895618,549300BU5TSYOCF3Y655,2755,0,7,13793,"INLAND BANCORP, INC.",0,1107438,0,0,2143,2121,300,576,576,145,508010,111295,2755,667391,794,157272
766062,168662,1080803, ,86192,4935,0,4935,22451, ,62-0992874,3,549300FZ8E0GLIFFYB55,47,VOLUNTEER STATE BANK,PORTLAND,3,0000022451, ,774132,1080803,1080803,1080803,774132,1080803,200,7,12980, ,47,0,165,10,"VOLUNTEER STATE BANCSHARES, IN",BHC,VOLUNTEER ST BK,NMB,VOLUNTEER ST BK,62-0992874,0,280,0,5,12980,"VOLUNTEER STATE BANCSHARES, IN",0,696286,24,132278906,194,127,0,13,13,0,56222,1527,256,72692,18,3538
195044,25095,2693929, ,93493,4953,0,4953,22526, ,75-1522822,3,549300K31SPZG5JQ7275,48,SPRING HILL STATE BANK,LONGVIEW,3,0000022526, ,457060,2693929,2693929,2693929,457060,2693929,200,7,0, ,48,0,183,10,SPRING HILL HOLDINGS CORPORATI,BHC,SPRING HILL ST BK,NMB,SPRING HILL ST BK,75-1522822,0,145,0,9,11638,SPRING HILL HOLDINGS CORPORATI,0,205416,0,0,109,92,0,49,49,0,13413,4365,145,18375,66,5824
1671850,2050299,1133781, ,66102,4960,0,4960,22559, ,45-0342587,3,549300UONVHJ0G6DSL23,38,AMERICAN BANK CENTER,DICKINSON,3,0000022559, ,971959,1133781,1133781,1133781,971959,1133781,200,7,0, ,38,0,89,10,"AMERICAN BANCOR, LTD.",BHC,AMERICAN BK CTR,NMB,AMERICAN BK CTR,45-0342587,549300UONVHJ0G6DSL23,426,0,8,14001,"AMERICAN BANCOR, LTD.",0,1426011,0,0,376,357,0,15,15,0,70245,2387,426,78709,17,2873
2593396,345433,2976396, ,200743,4966,0,4966,22597, ,94-2431437,3,5493003HTEY5OCC5SP27,6,BANK OF THE SIERRA,PORTERVILLE,3,0000022597, ,662369,2976396,2976396,2976396,662369,2976396,200,7,0, ,6,0,107,10,SIERRA BANCORP,BHC,BANK OF THE SIERRA,NMB,BANK OF THE SIERRA,94-2431437,0,16,0,11,10050,SIERRA BANCORP,0,2522387,0,0,14,8,0,4,4,0,12743,3117,16,13686,4,3117
634960,60758,4305477, ,40958,5014,0,5014,22874, ,37-1052394,3,549300NN5CG5Q640OV05,17,HICKORY POINT BANK AND TRUST,DECATUR,3,0000022874, ,550635,4305459,4305477,4305477,550635,4305477,200,7,0, ,17,0,115,10,FIRST ILLINOIS CORPORATION,BHC,HICKORY POINT B&TC,NMB,HICKORY POINT B&TC,37-1052394,549300NN5CG5Q640OV05,367,0,7,14792,"HPB HOLDINGS, INC.",0,645834,0,0,337,319,0,31,31,0,87266,5747,367,90977,32,5937
795891,75710,1063552, ,159195,5015,0,5015,22876, ,43-1161740,3,549300DHRESF8KLNP162,29,SOUTHWEST MISSOURI BANK,CARTHAGE,3,0000022876, ,760854,1063552,1063552,1063552,760854,1063552,200,7,0, ,29,0,97,10,SOUTHWEST MISSOURI BANCORPORAT,BHC,SOUTHWEST MO BK,NMB,SOUTHWEST MO BK,43-1161740,549300DHRESF8KLNP162,674,0,8,10471,SOUTHWEST MISSOURI BANCORPORAT,0,750335,6,111980141,528,487,97,41,41,9,57531,4197,668,73523,60,5982
9253736,9297660,2490575, ,2523564,5034,0,5034,31469, ,66-0372744,3,549300QT4SBXGF2B9B45,72,SCOTIABANK DE PUERTO RICO,SAN JUAN,3,0000022946, ,716413,1238967,1238967,2490575,245276,2490575,200,7,7034, ,72,10,127,10,OFG BANCORP,FHD,ORIENTAL BK,NMB,HATO REY-PINERO BR, , ,2084,0,2,7034,"BANK OF NOVA SCOTIA, THE",0,4043091,107,264579586,986,985,37,69,68,4,120990,7839,1977,234328,150,16277
225303,27058,1246328, ,56840,5039,0,5039,22971, ,36-3014230,3,549300UOLN2P4VM4Z591,17,STATE BANK,WONDER LAKE,3,0000022971, ,285348,1246328,1246328,1246328,285348,1246328,200,7,0, ,17,0,111,10,"WONDER BANCORP, INC.",BHC,STATE BK,NMB,STATE BK,36-3014230,549300UOLN2P4VM4Z591,43,0,7,16869,"WONDER BANCORP, INC.",0,234468,0,0,40,25,0,2,1,0,7517,1119,43,8121,2,1119
485744,79387,1086298, ,46766,5068,0,5068,23144, ,72-0884012,3,5493001P1J1K386Q4G58,22,SOUTH LOUISIANA BANK,HOUMA,3,0000023144, ,616036,1086298,1086298,1086298,616036,1086298,200,7,0, ,22,0,109,10,SOUTH LOUISIANA FINANCIAL CORP,BHC,SOUTH LA BK,NMB,SOUTH LA BK,72-0884012,0,93,0,0,0,SOUTH LOUISIANA FINANCIAL CORP,0,459155,0,0,60,26,0,6,6,0,8901,621,93,14122,13,1889
234425,27376,1207860, ,23400,5083,0,5083,23257, ,36-3089214,3,254900MHEKUVX1BTCD10,17,COMMUNITY STATE BANK,GALVA,3,0000023257, ,987231,1207860,1207860,1207860,987231,1207860,200,7,14909, ,17,0,73,10,"CSB FINANCIAL HOLDINGS, INC.",FHD,COMMUNITY ST BK,NMB,COMMUNITY ST BK,36-3089214,254900MHEKUVX1BTCD10,44,0,7,14909,"CSB FINANCIAL HOLDINGS, INC.",0,232807,0,0,36,35,0,3,3,0,2437,85,44,2742,4,102
1451182,157690,3367106, ,628749,5093,0,5093,23293, ,04-1332530,3,549300JXIQJRQ1HME757,25,FLORENCE BANK,NORTHAMPTON,3,0000023293, ,279105,3367106,3367106,3367106,279105,3367106,300,7,8064, ,25,0,15,20,"FLORENCE BANCORP, MHC",BHC,FLORENCE BK,SSB,FLORENCE BK,04-1332530,549300JXIQJRQ1HME757,589,0,1,8064,"FLORENCE BANCORP, MHC",0,1347893,0,0,450,407,0,24,24,0,98899,5152,589,129441,36,7667
5155447,5155447,3365858, ,1536641,5095,0,5095,23296, ,04-1802790,3,5493006NTCY0P06JR884,25,SALEM FIVE CENTS SAVINGS BANK,SALEM,3,0000023296, ,618807,3365858,3365858,3365858,618807,3365858,300,7,8342, ,25,0,9,20,SALEM FIVE BANCORP,BHC,SALEM FIVE CENTS SVG BK,SSB,SALEM FIVE CENTS SVG BK,04-1802790,5493006NTCY0P06JR884,1080,0,1,8342,SALEM FIVE BANCORP,0,5010771,0,0,664,633,0,36,36,0,109443,3816,1080,152411,68,6918
107444,13583,1144040, ,18805,5129,0,5129,23523, ,63-0808871,3,5493000XGU4RX824L971,1,"CITIZENS' BANK, INC.",ROBERTSDALE,3,0000023523, ,563336,1144040,1144040,1144040,563336,1144040,200,7,13156, ,1,0,3,10,CITIZENS' CAPITAL CORPORATION,BHC,CITIZENS BK,NMB,CITIZENS BK,63-0808871,0,40,0,4,13156,CITIZENS' CAPITAL CORPORATION,0,105742,0,0,31,26,0,2,2,0,6941,1396,40,9246,2,1396
312961,312961,0, ,68416,5133,0,5133,23546, ,36-3144306,3,549300HC145ABINEFL26,17,MUNICIPAL TRUST AND SAVINGS BA,BOURBONNAIS,3,0000023546, ,460332,0,0,-460332,460332, ,200,7,0, ,17,0,91,10,MUNICIPAL T&SB,NMB,MUNICIPAL T&SB,NMB,MUNICIPAL T&SB, ,0,290,0,0,0, ,0,299887,0,0,235,222,0,30,30,0,31774,3738,290,38896,40,4551
1543312,182643,5164989, ,633884,5142,0,5142,23620, ,04-1238700,3,549300RS5LTZ0JDZYI59,25,DEDHAM INSTITUTION FOR SAVINGS,DEDHAM,3,0000023620, ,193809,5164998,5164989,5164989,193809,5164989,300,7,14280, ,25,0,21,20,1831 BANCORP MHC,BHC,DEDHAM INST FOR SVG,SSB,DEDHAM INST FOR SVG,04-1238700,0,620,0,1,14280,1831 BANCORP INC,0,1559833,0,0,521,440,0,60,60,0,312684,22669,620,363850,82,30878
13181399,13216924,2333663, ,3056990,5143,0,5143,23621, ,04-3312097,3,549300LR1ZETOWYE9Z89,25,BERKSHIRE BANK,PITTSFIELD,3,0000023621, ,473501,2333663,2333663,2333663,473501,2333663,200,7,0, ,25,0,3,10,"BERKSHIRE HILLS BANCORP, INC",FHD,BERKSHIRE BK,NMB,BERKSHIRE BK,04-3312097,549300LR1ZETOWYE9Z89,2920,0,1,7290,"BERKSHIRE HILLS BANCORP, INC",0,12187936,375,198467084,1458,1435,10,163,163,0,327798,30904,2545,499798,372,65966
2297366,312287,2388878, ,717085,5144,0,5144,23622, ,04-3317338,3,549300ENXD6MBH06E085,25,BRISTOL COUNTY SAVINGS BANK,TAUNTON,3,0000023622, ,13103,2388878,2388878,2388878,13103,2388878,300,7,8406, ,25,0,5,20,BEACON BANCORP,BHC,BRISTOL CTY SVG BK,SSB,BRISTOL CTY SVG BK,04-3317338,0,772,0,1,8406,BEACON BANCORP,0,2176759,0,0,493,477,0,79,79,0,169966,28730,772,244649,129,43187
5291910,5294046,1115349, ,1499672,5145,0,5145,23623, ,05-0235370,3,549300HKYBSATM44Q425,44,"THE WASHINGTON TRUST COMPANY,",WESTERLY,3,0000023623, ,816603,1115349,1115349,1115349,816603,1115349,200,7,0, ,44,0,9,10,"WASHINGTON TRUST BANCORP, INC.",FHD,WASHINGTON TC OF WESTERLY,NMB,WASHINGTON TC OF WESTERLY,05-0235370,549300HKYBSATM44Q425,3136,0,1,9487,"WASHINGTON TRUST BANCORP, INC.",0,5011946,509,140337525,1869,1854,15,115,115,0,453149,23327,2627,672276,192,38058
5611084,5620318,1097025, ,1227595,5147,0,5147,23627, ,61-0197400,3,X6T32LKEPUT8LQMW6755,21,REPUBLIC BANK & TRUST COMPANY,LOUISVILLE,3,0000023627, ,316840,1097025,1097025,1097025,316840,1097025,200,7,0, ,21,0,111,10,"REPUBLIC BANCORP, INC.",FHD,REPUBLIC B&TC,NMB,REPUBLIC B&TC,61-0197400,0,6418,0,5,9509,"REPUBLIC BANCORP, INC.",0,5230165,97,596973697,4108,3811,72,564,563,17,755994,92301,6321,1215821,1031,169166
58343490,58579620,3650152, ,11289480,5169,25103,5169,27334, ,27-0988452,3,549300U2W3RYPYVWZY37,25,BELMONT SAVINGS BANK,BELMONT,3,0000023901, ,348207,3929791,3929791,3650152,613307,3650152,200,7,18027, ,9,0,1,10,"PEOPLE'S UNITED FINANCIAL, INC",FHD,PEOPLES UNITED BK NA,NAT,BELMONT CTR BR, , ,142,0,1,6828,BSB BANCORP INC.,0,3030371,0,0,124,122,2,30,30,1,94744,16496,142,103905,31,16808
653951,653951,0, ,27813,5172,0,5172,23966, ,04-2764211,3,549300T8HS215KI8TH55,25,ONEUNITED BANK,BOSTON,3,0000023966, ,935308,0,0,-935308,935308, ,200,7,0, ,25,1,25,10,ONEUNITED BK,NMB,ONEUNITED BK,NMB,ONEUNITED BK, ,0,132,0,1,9061, ,0,656198,23,267076225,35,10,0,9,9,0,42805,4535,109,71190,64,22925
1687946,1687946,0, ,535685,5174,0,5174,23992, ,04-1946610,3,5493005NN76XZ2NOFH19,25,COUNTRY BANK FOR SAVINGS,WARE,3,0000023992, ,689209,0,0,-689209,689209, ,300,7,5068, ,25,0,15,20,COUNTRY BK FOR SVG,SSB,COUNTRY BK FOR SVG,SSB,COUNTRY BK FOR SVG, ,0,475,0,1,5068, ,0,1625625,15,91294546,354,325,0,21,21,0,92304,3979,460,116453,34,6791
311321,23658,2008130, ,48440,5176,0,5176,24015, ,52-1242823,3,254900PJE92MJL4Y1A11,24,THE HARBOR BANK OF MARYLAND,BALTIMORE,3,0000024015, ,533124,2008130,2008130,2008130,533124,2008130,200,7,10119, ,24,1,510,10,HARBOR BANKSHARES CORPORATION,BHC,HARBOR BK OF MD,NMB,HARBOR BK OF MD,52-1242823,254900PJE92MJL4Y1A11,44,0,4,10119,HARBOR BANKSHARES CORPORATION,0,282357,0,0,28,11,0,5,5,0,8066,1083,44,11577,13,2972
